id,num_pax_000_014_mins_before_sdt,num_pax_015_029_mins_before_sdt,num_pax_030_044_mins_before_sdt,num_pax_045_059_mins_before_sdt,num_pax_060_074_mins_before_sdt,num_pax_075_089_mins_before_sdt,num_pax_090_104_mins_before_sdt,num_pax_105_119_mins_before_sdt,num_pax_120_134_mins_before_sdt,num_pax_135_149_mins_before_sdt,num_pax_150_164_mins_before_sdt,num_pax_165_179_mins_before_sdt,num_pax_180_194_mins_before_sdt,num_pax_195_209_mins_before_sdt,num_pax_210_224_mins_before_sdt,num_pax_225_239_mins_before_sdt,num_pax_240plus_mins_before_sdt
8198,0,0,9,24,33,32,19,9,6,2,0,0,0,0,0,0,0
8226,0,1,8,6,8,16,25,22,13,8,1,0,0,0,0,0,0
8227,0,0,2,2,9,19,27,20,26,30,6,4,2,2,1,0,0
8228,0,0,2,11,27,22,24,17,22,8,6,6,2,0,1,0,0
8252,0,0,2,8,17,24,28,18,12,13,8,6,4,0,0,0,0
8253,0,0,2,5,16,20,36,28,14,12,9,2,3,4,2,1,2
8271,0,1,6,13,20,28,24,12,9,2,3,0,0,0,0,0,0
8302,0,0,1,8,14,19,28,25,22,11,10,6,4,1,0,1,2
8318,0,0,1,7,26,17,21,23,26,16,11,7,4,0,1,1,0
8342,0,0,0,3,13,17,19,19,12,8,4,1,1,0,0,0,2
8343,0,0,0,3,23,19,28,30,15,6,22,1,0,1,0,0,0
8385,0,0,1,4,11,22,14,9,3,4,2,0,1,0,0,0,0
8426,1,0,1,2,3,8,14,25,26,33,28,33,25,16,10,6,3
8453,0,0,4,11,18,23,16,15,13,3,1,0,0,0,0,0,1
8476,0,0,0,3,5,8,11,10,11,16,9,6,4,3,1,1,2
8477,0,0,0,3,10,17,20,20,27,14,14,16,8,7,3,1,4
8495,0,0,0,7,9,12,29,24,28,12,8,4,2,0,0,0,0
8504,0,0,2,4,8,11,8,8,6,3,0,0,1,0,0,0,0
8532,0,0,0,3,5,16,23,30,29,24,25,4,0,0,0,0,0
8553,0,0,4,10,17,21,28,39,19,15,5,3,0,1,1,0,1
8554,0,0,0,3,15,14,23,32,21,13,6,6,1,0,0,0,0
8577,0,0,9,24,33,32,19,9,6,2,0,0,0,0,0,0,0
8603,0,0,11,36,38,31,15,14,6,3,2,0,0,0,0,0,0
8618,0,0,0,8,11,11,11,9,6,3,1,1,0,0,0,0,0
8619,0,0,0,4,11,19,26,14,9,6,3,2,1,0,0,0,0
8648,0,0,0,7,14,23,16,12,16,9,6,8,18,8,0,0,0
8659,0,0,1,6,9,14,9,3,4,1,0,0,0,0,0,0,0
8660,0,0,0,10,17,27,25,25,25,11,8,1,1,1,0,0,0
8713,0,1,1,11,19,25,22,23,11,14,8,3,5,3,1,0,3
8759,0,1,0,0,2,6,11,16,14,20,14,8,2,0,0,0,0
8760,1,0,6,9,12,13,26,24,35,31,27,14,7,0,0,0,0
8788,0,0,0,4,20,15,21,20,25,16,10,6,4,0,1,1,0
8789,0,2,7,13,24,38,36,16,18,7,5,1,0,0,0,0,0
8800,0,0,1,11,25,20,20,22,20,3,3,5,0,0,0,0,0
8816,0,0,1,4,14,17,27,21,11,8,7,5,2,1,1,0,0
8817,0,0,1,8,13,19,17,13,28,12,7,2,2,0,0,0,0
8857,0,2,4,4,17,35,21,19,21,19,15,11,8,5,1,6,3
8858,0,0,1,3,17,23,22,23,17,8,5,3,2,1,1,0,0
8872,0,0,1,5,21,25,33,21,16,7,4,4,4,0,0,0,0
8886,0,0,5,15,30,27,21,14,10,1,1,0,1,0,0,0,0
8902,0,0,6,17,14,18,13,10,14,12,7,4,0,4,1,0,0
8915,0,0,4,12,22,15,18,18,10,7,4,1,0,0,0,0,0
8927,0,0,2,8,21,18,15,15,15,6,4,6,0,0,0,0,0
8928,0,0,1,6,13,16,10,14,10,9,4,2,0,1,0,0,0
8942,9,1,3,10,9,9,20,24,15,16,7,11,6,0,0,0,0
8964,0,0,1,18,30,30,24,26,26,13,7,3,0,0,0,0,0
9001,0,0,5,10,18,26,26,23,22,14,6,6,4,0,0,0,0
9017,0,1,3,8,8,16,11,6,3,2,0,0,0,0,0,0,0
9036,0,0,2,7,23,35,40,28,12,7,5,1,0,0,1,0,0
9037,0,0,1,9,23,20,17,15,13,3,0,0,0,0,0,0,0
9060,0,0,4,16,23,23,25,16,13,5,4,2,0,0,0,0,0
9061,0,0,0,2,13,20,23,24,17,18,10,10,3,0,0,0,0
9062,0,0,0,3,13,23,31,24,13,7,3,3,2,1,0,0,0
9077,0,1,5,15,17,24,34,20,22,17,17,17,11,3,0,0,0
9110,0,0,0,14,25,10,13,7,6,3,2,0,0,0,0,0,0
9123,0,0,1,15,20,30,20,13,8,7,3,3,0,0,0,0,0
9124,0,0,0,9,10,21,25,21,20,27,8,6,4,0,1,0,1
9125,0,0,0,3,12,18,33,21,26,31,7,5,3,2,0,0,0
9126,0,1,3,9,9,14,12,7,6,3,2,0,0,0,0,0,0
9144,0,0,2,10,15,26,26,19,20,13,9,7,4,3,0,2,0
9145,0,0,2,2,16,26,22,10,4,2,3,3,1,0,0,0,0
9177,0,0,0,5,10,7,12,10,15,8,4,4,1,0,0,0,0
9199,0,0,1,7,20,25,23,23,15,12,10,9,5,0,0,0,0
9200,0,0,0,1,6,14,27,23,22,10,3,0,0,0,0,0,0
9201,0,0,1,7,22,34,39,29,20,9,3,1,0,0,0,0,0
9216,0,0,2,7,20,29,20,31,10,16,6,2,0,0,0,0,0
9217,0,0,2,4,13,25,22,10,7,6,5,4,2,5,1,0,1
9231,0,0,1,8,24,32,48,23,13,6,4,2,0,0,0,0,0
9232,0,0,2,8,17,23,24,20,18,9,8,1,3,1,2,0,1
9251,0,0,2,9,25,24,19,21,18,6,6,2,1,1,0,0,1
9280,0,0,0,3,7,11,13,14,12,18,8,6,4,3,1,1,2
9295,0,0,2,4,19,28,35,25,14,7,15,4,3,0,1,0,0
9296,0,0,13,22,17,13,13,17,18,6,2,1,1,0,0,0,0
9297,0,0,2,3,14,22,25,12,11,6,3,2,1,0,0,0,0
9315,0,0,3,4,11,26,31,17,14,13,5,4,2,5,1,0,1
9334,0,0,1,13,26,32,29,13,5,5,1,1,1,1,0,0,0
9335,0,0,1,2,7,15,8,9,6,5,2,2,2,2,0,0,1
9336,0,0,0,4,6,15,20,23,6,4,0,0,0,0,0,0,0
9337,0,0,0,2,13,22,23,21,12,1,0,0,0,0,0,0,0
9360,0,3,8,12,28,24,20,14,3,7,5,2,0,0,0,0,0
9361,0,0,1,2,4,12,12,10,6,7,1,1,1,0,0,0,3
9388,1,7,6,6,13,10,11,9,6,6,5,3,0,0,0,0,0
9403,0,0,7,9,5,15,14,15,9,4,2,1,1,0,0,0,0
9404,0,0,4,10,8,5,13,11,7,7,1,1,1,0,0,0,0
9416,0,0,5,9,10,14,15,13,15,11,7,4,3,0,0,0,0
9417,0,0,2,8,12,28,17,19,17,10,10,3,9,1,0,0,1
9431,0,0,0,5,18,28,36,25,22,19,15,11,4,0,0,0,0
9432,0,0,0,4,5,7,7,5,6,1,3,1,0,0,0,0,1
9446,0,0,2,9,16,26,34,22,18,11,6,3,3,0,0,0,0
9447,0,0,2,5,9,14,10,9,6,4,3,1,0,0,1,0,0
9448,0,0,0,3,8,13,12,10,6,6,5,3,2,5,1,0,0
9470,0,0,0,2,7,13,20,23,26,25,29,27,16,13,6,5,5
9488,0,0,0,5,13,34,21,18,15,9,7,6,5,1,0,0,0
9489,0,0,3,10,15,32,37,21,18,5,3,2,1,2,1,0,3
9490,0,0,1,6,6,30,27,14,16,9,5,4,0,0,0,0,0
9491,0,0,1,2,14,22,23,29,15,4,3,1,2,1,0,0,0
9492,0,0,1,24,34,27,25,21,13,11,4,1,1,0,0,0,0
9493,0,0,0,3,10,19,13,9,13,3,6,1,1,1,0,0,0
9494,0,0,13,24,21,14,14,11,9,4,7,1,1,0,0,0,0
9495,0,0,0,2,6,14,23,25,27,10,5,0,0,0,0,0,0
9496,0,0,4,15,23,25,24,18,20,11,3,4,2,0,2,0,3
9519,0,0,1,6,10,11,8,6,2,1,0,0,0,0,0,0,0
9520,0,0,1,4,17,14,11,13,2,0,2,0,1,0,0,0,0
9521,0,0,2,9,18,20,23,21,18,11,8,9,3,0,0,0,0
9533,0,0,2,7,12,17,19,9,7,6,2,0,0,0,0,0,0
9534,0,0,2,10,21,34,22,13,7,4,4,1,0,0,0,1,0
9535,0,1,1,5,16,17,24,35,24,11,6,3,0,0,0,0,0
9536,0,0,2,7,12,17,19,9,7,6,2,0,0,0,0,0,0
9537,0,0,12,8,28,24,22,10,4,2,2,0,0,0,0,0,0
9538,0,0,1,12,18,20,26,18,16,5,5,1,2,0,0,0,2
9539,16,5,7,6,10,14,7,10,6,13,6,6,18,8,0,0,0
9556,8,0,0,2,11,12,10,13,3,1,0,0,0,0,0,0,0
9557,0,0,4,18,26,27,18,28,9,8,3,2,0,0,0,0,0
9577,0,0,0,13,24,34,30,27,15,9,4,0,0,1,0,0,0
9578,5,4,3,19,21,28,22,28,7,13,6,2,0,0,0,0,0
9590,0,1,0,3,12,27,19,21,15,8,5,2,1,2,0,0,1
9591,0,0,0,3,14,19,27,22,28,10,5,0,0,0,0,0,0
9610,0,0,1,9,19,30,32,27,21,10,4,1,0,0,1,0,0
9611,5,4,3,24,19,25,14,11,14,5,3,5,1,0,0,0,0
9612,5,4,4,18,17,19,13,50,9,12,5,4,2,2,0,0,2
9613,0,0,1,5,12,14,20,32,14,13,13,7,3,2,1,2,9
9633,0,0,1,2,10,17,28,24,29,24,12,6,6,7,1,0,1
9634,2,4,8,24,24,21,16,22,22,4,2,4,1,1,0,0,0
9635,0,0,8,13,12,22,27,20,25,8,6,4,3,1,0,0,0
9636,4,4,4,9,27,8,26,17,15,17,9,3,3,0,0,0,0
9653,0,0,4,15,23,25,24,18,20,11,3,4,2,0,2,0,3
9654,0,0,0,1,10,6,11,11,16,30,0,0,0,1,0,0,0
9655,4,4,10,14,34,13,20,20,23,18,17,11,4,0,0,0,0
9669,0,0,8,13,13,24,26,27,22,7,5,3,4,0,0,0,0
9670,0,0,2,4,14,32,11,6,19,5,7,3,6,5,2,0,0
9688,0,0,1,6,11,16,19,19,14,10,7,4,2,1,2,1,1
9689,0,0,3,7,11,24,45,37,11,1,1,0,0,0,0,0,0
9710,6,0,0,8,12,24,24,15,6,0,0,0,0,0,0,0,0
9711,0,1,2,10,17,32,30,21,14,7,2,3,1,0,1,0,0
9712,0,0,4,11,20,30,27,32,12,7,2,1,0,1,0,0,0
9713,0,0,0,5,5,9,16,15,8,5,6,2,0,1,0,0,0
9714,0,0,2,13,20,39,25,19,9,6,1,2,0,0,0,0,0
9715,0,0,2,9,40,37,12,20,9,0,0,0,0,0,0,0,0
9716,0,0,9,7,17,30,14,25,9,4,0,0,0,0,0,0,0
9717,0,0,0,3,13,27,24,22,23,12,17,13,9,6,2,1,0
9735,0,0,9,7,17,30,14,25,9,4,0,0,0,0,0,0,0
9736,0,0,1,5,4,12,12,12,6,6,0,0,0,1,0,0,2
9737,0,0,5,11,33,34,27,14,6,6,3,1,0,0,0,0,0
9738,0,0,16,14,20,40,21,18,3,2,0,0,0,0,0,0,0
9739,0,0,1,10,10,22,18,13,19,14,3,1,1,0,0,0,0
9740,0,0,0,5,15,26,26,22,15,16,2,2,2,1,0,0,0
9769,0,0,3,10,26,22,21,20,11,14,5,5,1,0,0,0,0
9770,0,0,2,9,17,17,21,59,11,11,8,3,3,3,2,0,0
9771,8,3,6,2,19,17,9,8,4,6,9,2,5,4,2,0,0
9789,0,0,5,13,26,29,36,19,14,7,6,3,0,1,0,0,0
9790,0,0,3,8,18,21,27,32,17,13,9,4,3,4,2,0,1
9791,0,0,0,1,16,26,28,28,17,17,9,9,3,0,0,0,0
9792,0,0,0,5,7,7,14,8,7,5,5,3,1,0,0,0,0
9793,0,0,0,3,13,18,21,25,17,16,10,10,3,0,0,0,0
9794,4,4,4,8,21,16,19,23,26,17,15,2,0,0,0,0,0
9810,0,0,1,9,19,20,16,14,15,8,6,2,0,0,0,0,0
9811,0,0,0,6,10,17,17,22,16,12,9,10,8,7,4,0,0
9812,0,0,1,15,14,21,26,19,16,7,5,2,2,0,0,0,0
9831,0,0,1,4,6,12,21,23,5,1,1,0,0,0,0,0,1
9832,0,0,0,0,1,4,15,19,18,21,28,12,14,6,8,6,8
9853,0,0,0,3,5,8,13,17,12,7,4,0,1,0,0,0,1
9854,0,0,1,3,12,25,26,26,15,8,6,3,1,1,0,0,0
9872,0,0,2,8,21,26,26,26,22,10,2,2,1,0,0,0,0
9891,0,0,1,13,22,16,15,17,18,1,0,1,0,0,0,0,0
9907,0,2,3,13,14,18,30,28,15,0,1,0,0,0,0,0,0
9908,0,0,3,11,8,10,9,8,10,6,1,0,1,0,0,0,0
9909,0,0,1,6,13,24,35,23,20,11,15,3,3,1,1,1,1
9910,0,0,2,14,20,27,12,14,8,2,1,2,0,0,0,0,0
9905,0,0,0,4,15,30,34,25,24,12,6,3,1,1,0,0,0
9906,0,0,2,5,9,16,24,14,17,9,2,2,0,0,0,0,0
9929,0,0,0,1,10,20,19,15,17,13,8,2,2,0,0,0,0
9930,0,1,0,8,12,18,13,20,32,14,16,11,3,0,0,0,0
9931,0,0,2,10,23,17,16,19,19,8,6,6,2,0,1,0,0
9924,0,0,11,14,23,27,17,11,11,4,2,1,0,2,0,0,0
9925,0,0,2,8,10,11,13,10,9,5,0,0,0,0,0,0,3
9926,0,0,0,3,8,15,20,22,18,13,7,5,1,2,0,0,2
9927,0,0,0,2,11,18,37,27,22,20,18,8,3,0,0,0,0
9928,0,0,1,12,14,18,16,18,10,8,6,3,3,4,1,0,0
9948,0,0,2,8,21,26,25,15,7,5,2,3,1,1,0,0,1
9949,5,4,3,20,20,25,21,17,19,9,9,6,3,0,0,0,0
9950,4,0,5,18,26,25,23,11,13,5,3,1,0,0,0,0,0
9946,0,0,3,8,17,21,25,32,17,15,9,1,3,0,0,0,0
9947,0,0,1,12,29,22,23,20,17,10,7,3,0,0,1,0,0
9967,0,0,1,4,15,36,25,19,15,11,4,1,0,0,0,0,0
9968,0,0,1,6,21,24,27,25,13,10,7,3,2,1,0,0,0
9979,0,0,1,8,13,17,7,4,1,0,0,0,0,0,0,0,0
9980,4,1,8,16,18,17,18,10,11,5,4,2,0,0,0,0,0
9978,0,0,1,5,12,18,22,10,12,6,5,3,2,1,0,0,4
9992,0,0,3,4,13,14,24,16,8,5,4,4,2,1,0,0,3
9993,0,0,3,12,18,17,23,31,25,13,7,2,3,0,1,0,1
10006,0,0,0,2,6,14,23,25,27,10,5,0,0,0,0,0,0
10005,0,0,0,6,11,9,10,7,6,3,0,0,0,0,1,0,0
10018,0,0,1,3,6,11,16,14,11,5,2,4,0,0,0,0,0
10017,0,0,0,3,12,16,22,28,21,12,6,5,2,1,0,0,1
10034,0,0,2,6,14,27,27,20,16,9,3,5,2,0,0,0,0
10035,0,0,0,8,15,31,34,29,27,8,7,4,4,0,0,0,0
10033,0,0,1,2,2,5,5,3,1,3,0,0,0,0,0,0,0
10046,0,0,1,11,15,18,17,14,9,8,7,12,12,1,0,0,0
10047,16,5,10,17,19,20,17,24,6,2,4,6,17,8,0,0,0
10045,0,0,0,1,3,10,10,17,15,12,16,14,5,6,2,1,2
10054,0,0,1,10,14,19,32,30,14,17,6,6,1,0,2,1,2
10055,0,1,22,23,18,18,15,13,11,6,3,2,0,0,0,0,0
10056,0,0,1,6,17,35,29,28,14,7,3,1,0,0,0,0,0
10067,0,0,4,5,14,12,21,13,9,9,11,6,6,3,1,1,6
10086,0,0,0,8,25,36,27,17,9,8,2,2,1,0,0,0,0
10087,0,0,8,11,14,25,25,23,15,6,2,3,0,0,0,0,0
10085,0,0,0,5,13,20,20,24,10,7,6,2,0,0,0,0,0
10094,0,1,2,5,17,29,29,20,19,10,5,5,3,3,1,0,3
10093,0,0,0,10,7,16,9,9,9,3,2,0,0,0,0,0,0
10118,0,0,2,12,8,10,10,12,9,6,3,2,2,0,0,0,1
10119,0,0,3,17,24,27,30,66,4,0,0,0,0,0,0,0,0
10115,0,0,0,8,16,21,26,27,19,10,8,4,4,3,0,0,5
10116,0,0,1,15,22,36,33,24,13,8,2,1,0,0,0,0,0
10117,0,0,0,3,12,24,27,31,31,16,15,14,6,0,0,0,0
10135,0,1,9,12,11,24,19,19,19,12,2,4,1,0,0,0,0
10148,0,0,5,14,25,28,22,14,13,6,8,3,0,1,0,0,0
10160,0,0,1,7,11,19,9,9,12,7,2,2,2,0,0,0,0
10173,0,0,4,11,20,30,27,32,12,7,2,1,0,1,0,0,0
10174,0,0,5,9,14,25,31,16,15,13,4,3,2,5,1,0,0
10192,0,0,2,8,17,23,24,20,18,9,8,1,3,1,2,0,1
10212,0,0,1,11,16,35,28,25,19,8,4,3,0,0,0,0,0
10213,0,0,6,10,7,14,12,8,8,4,2,1,1,0,0,0,1
10214,0,0,1,8,15,21,12,7,8,4,2,1,1,0,0,0,0
10211,0,0,1,8,15,17,17,14,14,5,5,4,1,1,0,0,1
10232,22,9,8,16,17,14,21,18,9,6,4,2,2,0,1,0,0
10231,0,0,1,2,14,24,20,19,9,4,2,0,1,0,0,0,0
10248,0,0,1,2,12,16,26,32,28,25,28,19,17,13,5,0,0
10249,0,1,3,5,10,17,17,9,17,8,15,12,9,6,2,1,1
10250,0,0,0,3,13,18,21,25,17,16,10,10,3,0,0,0,0
10246,0,0,0,11,21,23,17,16,18,5,2,2,1,0,0,0,0
10247,0,0,1,6,21,20,26,26,11,8,2,3,1,0,0,0,2
10264,0,0,2,3,18,30,38,23,18,8,16,5,2,0,1,0,0
10265,0,0,4,24,12,15,17,16,9,9,6,2,4,0,0,1,0
10263,0,0,0,11,13,16,22,13,8,4,3,6,1,1,1,0,0
10282,0,0,1,7,15,21,21,20,17,6,6,1,2,1,2,0,1
10283,0,0,0,4,5,7,6,4,6,1,2,1,0,0,0,0,1
10284,0,0,3,5,11,14,15,11,8,3,2,0,0,0,0,0,1
10293,0,0,2,1,10,14,23,27,19,21,5,4,1,4,3,0,0
10316,0,0,3,6,26,34,23,11,7,6,3,1,0,0,0,0,0
10317,0,0,5,7,10,29,33,24,13,15,11,6,5,1,2,0,0
10318,5,4,3,17,18,25,23,24,19,16,3,0,0,0,0,0,0
10313,0,0,0,3,6,26,28,35,39,32,24,22,14,6,7,2,6
10314,0,0,2,8,23,16,15,13,13,5,4,3,0,0,0,0,0
10315,0,0,2,8,20,24,32,20,15,10,5,4,1,1,0,0,0
10340,0,0,6,9,4,10,13,12,10,5,4,1,1,0,0,0,0
10341,0,0,6,1,13,17,13,6,7,1,0,0,0,0,0,0,0
10342,0,0,0,1,2,4,7,8,10,5,1,0,0,0,0,0,0
10356,0,0,0,7,17,24,30,33,15,9,8,6,13,2,1,0,1
10357,0,0,5,22,31,15,12,12,6,2,3,1,0,0,0,0,0
10358,0,0,5,20,35,19,25,15,15,8,18,6,2,1,1,0,0
10359,0,0,0,2,2,15,21,19,26,13,13,10,2,0,0,0,0
10365,0,0,6,3,18,18,31,30,30,24,26,18,17,10,4,0,0
10366,1,0,0,3,15,30,32,21,21,21,3,1,2,0,0,0,0
10367,0,0,0,6,7,9,8,5,2,3,1,1,1,0,0,1,1
10364,0,0,3,17,21,29,33,15,10,2,12,2,0,0,0,0,1
10374,0,0,2,11,24,29,16,15,7,2,3,2,1,1,0,0,0
10375,0,0,0,1,8,18,12,11,2,0,0,0,0,0,0,0,0
10373,0,0,1,4,13,13,16,11,11,4,4,3,1,1,1,0,1
10400,0,0,1,10,21,24,22,12,8,5,3,4,0,1,1,0,0
10401,0,2,1,6,11,21,16,17,9,7,6,2,0,0,0,0,0
10402,0,0,5,4,16,20,28,18,16,14,10,10,4,1,3,2,7
10403,0,0,1,8,23,36,37,32,21,9,4,1,0,0,0,0,0
10404,0,0,0,3,4,10,12,8,8,7,4,5,1,1,0,0,1
10405,0,0,3,11,18,18,13,12,9,3,4,1,1,0,0,0,0
