,id,num_pax_000_014_mins_before_sdt,num_pax_015_029_mins_before_sdt,num_pax_030_044_mins_before_sdt,num_pax_045_059_mins_before_sdt,num_pax_060_074_mins_before_sdt,num_pax_075_089_mins_before_sdt,num_pax_090_104_mins_before_sdt,num_pax_105_119_mins_before_sdt,num_pax_120_134_mins_before_sdt,num_pax_135_149_mins_before_sdt,num_pax_150_164_mins_before_sdt,num_pax_165_179_mins_before_sdt,num_pax_180_194_mins_before_sdt,num_pax_195_209_mins_before_sdt,num_pax_210_224_mins_before_sdt,num_pax_225_239_mins_before_sdt,num_pax_240plus_mins_before_sdt
91,8123,0,0,2,8,18,25,27,23,17,10,6,3,1,0,0,0,0
92,8124,1,0,3,8,15,20,21,19,14,8,4,1,0,0,0,0,0
93,8172,0,0,4,13,23,27,25,20,14,8,5,2,1,1,0,0,0
94,8195,0,0,1,6,15,24,28,27,21,13,8,5,2,1,0,0,0
95,8196,1,0,5,13,24,32,34,30,22,14,9,5,4,2,1,0,1
96,8197,0,0,3,12,25,31,28,21,13,6,3,1,0,0,0,0,0
97,8198,1,0,3,9,18,25,28,25,19,12,7,4,2,1,0,0,0
98,8226,1,1,5,16,29,36,36,29,19,11,6,3,3,1,0,0,0
99,8227,1,0,3,8,15,23,28,26,20,13,8,5,3,1,1,0,1
100,8228,1,0,3,10,19,26,29,25,18,11,6,3,2,0,0,0,0
101,8252,0,0,2,8,19,25,26,23,16,10,5,3,1,0,0,0,0
102,8253,0,0,2,8,17,22,22,19,15,10,7,4,3,1,1,0,1
103,8271,0,0,2,7,14,20,24,22,17,11,7,5,3,2,1,0,2
104,8302,1,0,4,10,19,26,28,24,18,10,6,3,1,0,0,0,0
105,8318,0,0,3,12,22,26,25,19,13,7,4,2,1,0,0,0,0
106,8342,0,0,1,5,14,23,28,26,20,13,8,5,3,1,0,0,0
107,8343,0,0,2,9,19,25,25,20,14,9,5,3,2,1,0,0,1
108,8385,0,0,1,5,11,13,11,7,3,0,0,0,0,0,0,0,0
109,8426,0,0,1,7,18,27,30,26,18,11,6,4,2,1,0,0,0
110,8453,0,0,2,9,19,25,25,20,14,8,5,3,2,1,0,0,1
111,8476,0,0,1,8,19,26,30,26,19,11,6,3,0,0,0,0,0
112,8477,0,0,1,6,16,24,27,25,19,12,7,4,2,1,0,0,0
113,8495,0,0,1,5,14,20,22,21,17,12,8,6,3,2,1,0,1
114,8504,0,0,1,8,18,25,27,24,17,10,6,3,1,0,0,0,0
115,8532,0,0,0,4,11,20,27,26,22,14,10,6,3,1,1,0,1
116,8553,0,0,2,9,18,24,24,20,15,10,6,4,2,1,0,0,0
117,8554,0,0,1,7,17,25,28,25,19,11,7,4,2,0,0,0,0
118,8577,1,0,3,9,17,25,29,26,20,12,8,4,2,1,0,0,1
119,8603,0,0,3,12,22,25,24,18,13,7,5,3,2,1,0,0,0
120,8618,0,0,0,1,4,7,9,9,7,5,3,3,2,1,1,0,1
121,8619,0,0,1,7,18,25,28,25,19,11,6,4,2,0,0,0,0
122,8648,0,0,2,7,17,25,29,26,20,12,7,4,2,0,0,0,0
123,8659,0,0,2,9,18,24,24,20,15,9,6,4,2,1,0,0,1
124,8660,0,0,0,3,10,20,27,27,22,15,10,7,4,2,1,0,1
125,8713,1,0,0,2,7,14,20,26,28,26,24,19,13,8,5,3,5
126,8759,1,0,1,4,11,17,23,26,26,24,22,18,12,7,4,2,4
127,8760,0,0,1,4,8,14,16,16,15,11,8,3,0,0,0,0,0
128,8788,0,0,1,4,7,9,10,10,7,3,2,1,0,0,0,0,0
129,8789,1,0,3,10,20,27,29,26,19,12,7,3,1,0,0,0,-1
130,8800,0,0,3,14,26,28,24,18,11,5,3,1,1,0,0,0,0
131,8816,0,0,0,1,3,7,8,8,7,5,4,3,2,1,1,0,1
132,8817,0,0,0,4,12,23,28,27,21,14,9,7,4,2,1,0,1
133,8857,0,0,2,11,21,26,24,19,14,8,5,3,2,1,0,0,0
134,8858,0,0,0,3,6,9,10,8,6,3,2,1,1,1,0,0,1
135,8872,0,0,1,4,11,20,27,27,22,15,10,6,4,2,1,0,1
136,8886,0,0,2,5,14,24,31,36,36,33,29,22,15,10,6,3,9
137,8902,1,0,2,7,16,23,28,27,22,14,9,5,3,1,0,0,0
138,8915,1,0,3,6,12,18,21,20,16,10,5,2,1,1,0,0,0
139,8927,0,0,3,14,25,28,24,18,11,6,3,1,1,0,0,0,0
140,8928,0,0,2,9,17,22,22,20,15,10,7,5,3,2,1,0,2
141,8942,1,0,2,7,16,24,29,27,22,14,9,5,2,1,0,0,0
142,8964,1,0,3,10,20,28,31,27,20,11,6,3,1,0,0,0,0
143,9001,0,0,1,4,9,12,12,9,5,2,1,0,0,0,0,0,0
144,9017,0,0,1,7,15,20,22,19,15,11,7,5,3,2,1,0,2
145,9036,0,0,3,9,17,24,26,25,21,16,12,7,4,1,0,0,2
146,9037,1,0,4,12,22,28,28,24,16,9,5,2,1,0,0,0,0
147,9060,0,0,0,4,11,19,26,26,22,15,10,7,4,2,1,0,1
148,9061,0,0,2,8,16,22,25,22,16,10,6,4,2,1,0,0,1
149,9062,0,0,1,7,17,26,30,26,18,11,7,4,2,1,0,0,0
150,9077,0,0,1,5,13,21,27,27,22,14,9,6,3,1,0,0,1
151,9110,0,0,0,3,7,10,11,9,6,3,2,1,1,0,0,0,1
152,9123,1,0,3,9,17,23,24,21,14,7,3,0,0,0,0,0,0
153,9124,0,0,1,7,17,25,29,26,19,11,7,4,2,0,0,0,0
154,9125,1,0,4,13,24,31,30,24,16,8,4,1,0,0,0,0,0
155,9126,1,0,3,8,15,19,19,16,11,6,3,0,0,0,0,0,0
156,9144,1,0,2,7,16,23,28,27,22,14,9,5,3,1,0,0,0
157,9145,0,0,1,5,8,9,8,7,5,3,2,1,1,1,0,0,0
158,9177,1,0,2,6,13,19,24,23,18,11,6,3,1,0,0,0,0
159,9199,0,0,0,4,13,21,27,27,21,14,9,6,3,1,0,0,1
160,9200,1,0,4,13,24,30,30,24,16,8,4,1,0,0,0,0,0
161,9201,1,0,2,4,7,14,20,21,18,13,8,5,3,2,1,0,1
162,9216,1,0,2,4,10,17,23,24,20,13,8,4,2,1,0,0,0
163,9217,0,0,0,1,3,7,11,12,9,6,4,3,2,1,0,0,1
164,9231,0,0,1,4,13,22,28,28,22,15,9,6,2,1,0,0,0
165,9232,0,0,2,7,18,26,28,24,19,12,7,5,2,1,0,0,1
166,9251,0,0,2,8,17,22,22,19,14,9,6,4,2,1,1,0,1
167,9280,1,0,1,3,9,15,20,24,26,25,23,18,12,8,4,2,5
168,9295,1,0,3,9,17,22,23,20,14,7,3,0,0,0,0,0,0
169,9296,1,0,3,9,16,21,22,19,14,8,4,1,1,0,0,0,0
170,9297,0,0,2,11,23,31,34,30,23,14,9,6,3,2,1,0,0
171,9315,1,0,3,8,15,20,23,21,15,9,4,2,1,0,0,0,0
172,9334,0,0,2,10,23,31,32,26,16,8,4,2,0,0,0,0,0
173,9335,0,0,0,2,6,9,11,10,7,4,3,2,1,1,0,0,1
174,9336,0,0,1,6,15,23,27,25,20,12,8,5,3,1,0,0,0
175,9337,1,0,3,9,19,27,31,28,21,13,8,4,2,0,0,0,0
176,9360,1,0,1,3,9,17,23,24,20,13,8,4,2,1,0,0,0
177,9361,1,0,2,6,14,23,29,28,23,15,10,6,3,1,0,0,0
178,9388,0,0,2,8,17,25,27,24,17,10,6,3,2,1,0,0,0
179,9403,1,0,2,7,16,23,28,27,22,14,9,5,3,1,0,0,0
180,9404,1,0,3,10,18,25,27,24,19,11,7,4,2,1,0,0,0
181,9416,0,0,1,6,13,20,25,23,18,12,8,5,3,2,1,0,2
182,9417,0,0,2,11,22,27,27,21,14,7,4,1,1,0,0,0,0
183,9431,0,0,2,9,18,25,27,23,16,9,5,3,2,1,0,0,0
184,9432,0,0,3,9,18,23,24,21,17,10,5,2,0,0,0,0,0
185,9446,0,0,0,2,6,8,9,9,6,4,3,2,2,1,0,0,1
186,9447,0,0,1,5,13,20,22,21,17,12,8,6,4,2,1,0,2
187,9448,0,0,2,8,14,14,11,7,3,0,0,0,0,0,0,0,0
188,9470,0,0,1,6,13,22,26,24,19,12,8,5,3,2,1,0,1
189,9488,0,0,1,4,7,11,12,11,7,3,2,1,1,0,0,0,0
190,9489,0,0,2,8,16,23,26,23,17,11,7,4,3,1,1,0,1
191,9490,0,0,2,8,15,23,26,24,18,11,7,5,3,1,1,0,1
192,9491,0,0,3,11,21,27,27,22,15,8,4,2,1,0,0,0,0
193,9492,0,0,3,11,22,28,28,22,14,7,4,2,1,0,0,0,0
194,9493,0,0,3,10,22,29,28,23,16,9,5,3,1,0,0,0,0
195,9494,0,0,2,8,19,26,27,24,18,11,7,4,2,1,0,0,1
196,9495,1,0,3,10,19,26,29,26,19,11,7,3,2,1,0,0,0
197,9496,0,0,1,6,13,21,26,24,19,13,8,5,3,2,1,0,1
198,9519,0,0,0,1,3,6,7,7,6,4,3,2,1,1,0,0,1
199,9520,0,0,0,4,12,21,27,27,22,15,10,6,3,1,1,0,1
200,9521,0,0,3,10,20,27,28,24,17,10,6,4,2,1,0,0,1
201,9533,1,0,5,15,27,31,28,21,14,7,3,1,0,0,0,0,0
202,9534,0,0,1,6,16,22,23,20,15,10,6,4,2,1,1,0,1
203,9535,0,0,1,7,16,23,26,24,18,11,7,4,2,1,0,0,0
204,9536,1,0,5,15,27,31,28,21,14,7,3,1,0,0,0,0,0
205,9537,1,0,5,15,27,31,28,21,14,7,3,0,0,0,0,0,-1
206,9538,0,0,3,13,24,29,25,19,13,7,3,1,0,0,0,0,0
207,9539,4,2,5,13,27,35,44,46,42,35,29,25,20,14,7,1,-4
208,9556,0,0,0,2,8,13,17,17,14,10,6,4,3,1,1,0,1
209,9557,0,0,3,12,24,29,27,21,14,7,4,2,1,0,0,0,0
210,9577,1,0,0,0,5,12,20,26,29,28,26,20,14,9,5,3,6
211,9578,1,0,3,9,17,19,18,15,10,6,2,0,0,0,0,0,-1
212,9590,1,0,0,2,9,15,21,26,28,26,24,19,13,8,5,2,5
213,9591,1,0,3,10,19,26,28,25,19,11,7,4,2,1,0,0,0
214,9610,1,0,5,14,24,30,29,23,15,8,4,1,0,0,0,0,0
215,9611,0,0,2,8,15,22,25,23,17,11,7,4,2,1,1,0,1
216,9612,0,0,3,10,19,25,26,22,15,9,5,2,1,0,0,0,0
217,9613,1,0,4,11,19,26,27,24,18,11,6,3,2,1,0,0,0
218,9633,0,0,2,7,12,14,13,10,5,1,0,-1,0,0,0,0,0
219,9634,0,0,1,7,17,25,29,26,19,11,7,4,2,0,0,0,0
220,9635,1,0,4,10,15,17,15,11,6,1,0,-1,-1,0,0,0,-1
221,9636,1,0,4,10,15,17,15,11,6,1,0,-1,0,0,0,0,-1
222,9653,0,0,1,7,18,26,29,26,19,11,7,4,2,0,0,0,0
223,9654,0,0,1,7,17,25,29,26,19,11,7,4,1,0,0,0,0
224,9655,0,0,3,12,23,29,28,22,14,7,3,1,0,0,0,0,0
225,9669,0,0,1,7,14,21,24,22,17,11,7,5,3,1,1,0,1
226,9670,0,0,0,-1,0,6,15,23,28,27,25,19,10,6,4,2,5
227,9688,0,0,1,6,14,20,22,20,16,11,8,6,4,2,1,0,2
228,9689,1,0,3,10,19,25,27,24,18,11,7,4,2,1,0,0,0
229,9710,1,0,4,13,23,29,28,23,16,9,4,1,0,0,0,0,0
230,9711,0,0,1,6,14,21,23,21,16,11,8,5,3,2,1,0,2
231,9712,0,0,2,8,18,25,26,23,18,11,7,5,2,1,0,0,1
232,9713,0,0,3,11,22,28,27,21,14,7,3,1,0,0,0,0,0
233,9714,0,0,2,10,21,27,26,21,14,8,4,2,0,0,0,0,0
234,9715,2,1,4,10,20,28,32,36,35,32,28,21,14,9,5,3,8
235,9716,1,0,4,13,23,29,28,23,16,9,4,1,0,0,0,0,0
236,9717,1,0,2,5,12,21,27,28,23,16,11,6,3,1,0,0,0
237,9735,0,0,1,6,15,19,19,16,11,6,3,1,0,0,0,0,0
238,9736,0,0,1,4,8,11,10,8,5,2,1,1,1,0,0,0,1
239,9737,0,0,2,7,16,23,25,23,17,11,7,5,3,2,1,0,1
240,9738,0,0,2,7,16,23,25,23,17,11,7,5,3,2,1,0,1
241,9739,0,0,2,8,18,25,26,23,18,11,7,5,2,1,1,0,1
242,9740,0,0,1,8,19,26,29,26,18,11,6,3,1,0,0,0,0
243,9769,1,0,0,0,2,10,20,28,32,31,27,22,14,9,5,3,6
244,9770,0,0,2,8,17,24,26,23,17,10,6,3,2,1,0,0,0
245,9771,0,0,2,7,14,22,26,24,18,12,8,5,3,2,1,0,1
246,9789,0,0,0,3,9,12,11,9,5,2,1,0,0,0,0,0,0
247,9790,0,0,1,5,9,10,9,6,3,0,0,0,0,0,0,0,0
248,9791,1,0,3,9,17,22,23,20,14,8,3,0,0,0,0,0,0
249,9792,0,0,2,8,16,22,22,18,12,6,1,0,0,0,0,0,-1
250,9793,0,0,3,11,22,29,28,22,14,7,3,1,0,0,0,0,0
251,9794,2,1,5,16,29,36,35,29,19,11,5,3,2,1,0,0,0
252,9810,0,0,1,7,16,23,26,24,18,12,7,5,2,1,0,0,0
253,9811,0,0,1,6,13,20,24,23,18,12,8,5,3,2,1,0,2
254,9812,0,0,1,5,13,21,26,25,20,13,9,6,3,1,0,0,1
255,9831,0,0,1,6,13,21,24,23,18,12,8,5,3,2,1,0,2
256,9832,0,0,3,13,25,28,24,18,11,6,3,1,0,0,0,0,0
257,9853,0,0,1,7,16,22,23,21,16,10,7,5,3,2,1,0,2
258,9854,1,0,2,5,10,16,21,21,17,11,7,3,2,1,0,0,0
259,9872,1,0,0,1,6,13,20,26,29,28,25,20,13,8,5,3,6
260,9891,1,0,3,8,16,24,28,26,20,13,8,5,3,1,0,0,1
261,9907,1,0,2,6,14,21,24,23,18,10,5,2,0,0,0,0,-1
262,9908,1,0,1,2,6,14,21,27,29,28,25,20,13,8,5,3,5
263,9909,0,0,0,4,11,20,27,27,23,15,10,7,4,2,1,0,1
264,9910,1,0,4,11,21,28,30,25,18,10,6,2,1,0,0,0,0
265,9905,0,0,4,14,24,25,21,16,10,6,3,1,1,0,0,0,0
266,9906,0,0,1,5,12,18,23,24,20,14,9,6,3,1,0,0,1
267,9929,1,0,1,3,10,17,24,25,21,13,8,4,2,1,0,0,0
268,9930,0,0,1,7,18,26,29,26,19,11,7,4,2,0,0,0,0
269,9931,0,0,1,6,15,22,25,22,18,12,8,6,3,2,1,0,1
270,9924,0,0,4,12,21,23,20,17,12,8,5,3,2,0,0,0,0
271,9925,1,0,4,11,21,25,25,23,18,14,9,7,6,3,2,1,2
272,9926,0,0,3,11,21,25,24,20,13,8,4,2,1,0,0,0,0
273,9927,0,0,2,6,14,20,24,23,19,13,8,5,3,1,0,0,0
274,9928,0,0,1,6,15,21,24,24,19,12,7,4,2,0,0,0,0
275,9948,0,0,3,11,20,23,23,19,14,9,6,4,3,1,1,0,1
276,9949,0,0,1,8,20,28,29,25,17,10,5,3,1,0,0,0,0
277,9950,0,0,1,7,18,25,27,25,18,11,6,4,2,0,0,0,0
278,9946,0,0,1,6,14,22,26,25,20,13,8,5,3,1,0,0,0
279,9947,0,0,1,6,14,22,26,25,20,13,8,5,3,1,0,0,0
280,9967,0,0,1,7,18,26,29,26,18,11,7,4,2,1,0,0,0
281,9968,0,0,2,7,16,22,25,23,17,11,7,4,2,1,0,0,1
282,9979,0,0,0,4,12,21,27,27,23,16,10,7,3,1,0,0,1
283,9980,1,0,3,7,16,24,29,28,23,15,10,5,2,1,0,0,0
284,9978,0,0,0,3,9,18,24,25,21,15,10,7,4,2,1,0,1
285,9992,0,0,0,1,3,7,9,9,8,5,4,3,2,1,1,0,2
286,9993,0,0,2,8,18,25,26,23,16,10,6,3,2,1,0,0,0
287,10006,1,0,4,12,23,29,30,25,17,9,5,2,1,0,0,0,0
288,10005,0,0,1,6,14,21,23,20,16,10,7,5,3,1,1,0,2
289,10018,0,0,1,6,15,23,27,26,20,13,8,5,3,1,0,0,0
290,10017,1,0,3,7,13,19,23,21,16,9,4,2,1,0,0,0,0
291,10034,0,0,1,5,9,13,14,11,7,2,1,0,0,0,0,0,0
292,10035,4,1,5,13,25,34,42,42,38,31,25,22,17,12,5,1,-4
293,10033,1,0,1,3,8,15,22,26,28,27,23,18,12,7,4,2,5
294,10046,0,0,1,6,12,12,10,6,3,0,0,0,0,0,0,0,0
295,10047,0,0,2,8,17,24,25,22,16,10,6,3,2,1,0,0,0
296,10045,0,0,0,0,2,5,7,8,7,5,4,3,2,1,1,0,2
297,10054,0,0,1,4,12,22,28,34,35,33,29,23,17,11,7,4,10
298,10055,0,0,1,6,14,21,22,20,16,11,7,5,3,2,1,0,2
299,10056,1,0,0,1,6,13,20,26,28,27,25,20,13,8,5,3,5
300,10067,0,0,0,4,11,20,25,25,20,14,9,6,3,1,1,0,1
301,10086,0,0,2,8,16,23,26,23,17,10,6,4,2,1,0,0,1
302,10087,1,0,4,11,21,28,29,25,18,10,5,2,1,0,0,0,0
303,10085,0,0,1,8,18,25,28,25,18,11,6,3,1,0,0,0,0
304,10094,0,0,0,3,11,22,28,27,21,15,10,7,4,2,1,0,1
305,10093,0,0,2,10,19,24,23,19,13,8,5,3,2,1,0,0,1
306,10118,0,0,0,3,10,20,27,28,23,16,11,7,3,1,1,0,1
307,10119,0,0,2,10,19,26,27,23,16,9,5,3,2,1,0,0,0
308,10115,1,0,1,0,0,3,7,8,8,6,4,3,2,1,0,0,1
309,10116,0,0,2,10,20,26,27,22,14,8,4,2,1,0,0,0,0
310,10117,1,0,2,7,14,23,28,27,22,14,9,5,3,1,0,0,0
311,10135,1,0,4,13,24,30,30,23,15,8,3,1,0,0,0,0,0
312,10148,0,0,1,4,10,11,10,7,4,1,0,0,0,0,0,0,0
313,10160,1,0,2,6,14,19,23,23,18,10,6,2,1,0,0,0,0
314,10173,0,0,0,1,4,7,9,9,7,5,3,2,2,1,0,0,1
315,10174,1,0,3,10,21,29,31,27,19,12,7,3,1,0,0,0,0
316,10192,0,0,1,8,18,24,25,21,15,9,6,4,2,1,0,0,1
317,10212,1,0,1,5,12,18,22,25,26,24,22,17,12,7,4,2,4
318,10213,0,0,2,9,19,26,27,23,16,9,5,3,1,0,0,0,0
319,10214,0,0,1,6,13,18,21,19,14,8,4,2,1,0,0,0,0
320,10211,0,0,2,10,20,26,24,18,12,7,4,2,1,0,0,0,0
321,10232,0,0,0,-1,0,5,12,16,14,10,7,5,3,1,1,0,1
322,10231,0,0,1,8,18,25,28,25,18,10,6,3,1,0,0,0,0
323,10248,0,0,0,3,8,12,15,14,10,5,2,1,0,0,0,0,0
324,10249,0,0,1,6,12,14,12,9,4,1,0,0,0,0,0,0,0
325,10250,0,0,1,6,15,24,28,27,20,13,8,5,2,1,0,0,0
326,10246,0,0,1,7,17,25,28,25,18,10,6,3,1,0,0,0,0
327,10247,1,0,2,5,10,17,21,21,16,10,6,3,2,1,0,0,0
328,10264,1,0,3,9,20,28,31,27,20,12,7,4,2,1,0,0,0
329,10265,0,0,2,8,16,23,25,22,17,10,6,4,2,1,0,0,1
330,10263,0,0,2,7,14,21,23,20,15,10,6,4,2,1,0,0,1
331,10282,0,0,0,1,4,7,9,9,7,5,4,3,2,1,0,0,1
332,10283,1,0,3,8,15,20,22,20,15,9,4,2,1,0,0,0,0
333,10284,0,0,0,2,8,17,24,26,22,16,11,8,4,2,1,0,2
334,10293,1,1,3,8,16,27,33,37,35,31,27,23,18,13,6,2,3
335,10316,1,0,1,2,7,15,22,24,21,14,9,5,3,1,0,0,0
336,10317,1,0,2,5,12,23,30,29,24,17,11,7,4,2,1,0,1
337,10318,1,0,2,6,14,22,28,28,23,16,10,6,3,1,0,0,0
338,10313,0,0,1,4,11,21,28,35,35,33,29,24,17,11,7,4,11
339,10314,1,0,1,4,11,16,21,25,25,24,22,17,12,7,4,2,5
340,10315,0,0,2,8,13,13,9,5,2,0,0,0,0,0,0,0,0
341,10340,1,0,0,3,9,15,22,27,28,26,24,19,13,8,5,2,5
