,id,num_pax_000_014_mins_before_sdt,num_pax_015_029_mins_before_sdt,num_pax_030_044_mins_before_sdt,num_pax_045_059_mins_before_sdt,num_pax_060_074_mins_before_sdt,num_pax_075_089_mins_before_sdt,num_pax_090_104_mins_before_sdt,num_pax_105_119_mins_before_sdt,num_pax_120_134_mins_before_sdt,num_pax_135_149_mins_before_sdt,num_pax_150_164_mins_before_sdt,num_pax_165_179_mins_before_sdt,num_pax_180_194_mins_before_sdt,num_pax_195_209_mins_before_sdt,num_pax_210_224_mins_before_sdt,num_pax_225_239_mins_before_sdt,num_pax_240plus_mins_before_sdt
22,7209,0,0,1,7,15,23,26,23,17,11,6,4,2,1,0,0,1
23,7209,0,0,2,7,15,22,25,22,17,11,7,4,2,1,0,0,1
24,7209,0,0,1,7,15,22,24,22,16,11,7,4,2,1,0,0,1
25,7209,0,0,2,7,15,23,26,23,17,11,7,4,2,1,0,0,1
26,7209,0,0,2,8,15,22,25,22,17,11,7,4,2,1,1,0,1
27,7209,0,0,2,8,15,22,24,22,17,11,7,4,2,1,0,0,1
28,7237,0,0,1,7,17,24,25,20,14,9,5,3,2,1,0,0,1
29,7238,1,0,4,13,24,30,30,24,16,8,4,1,0,0,0,0,0
30,7239,1,0,2,5,11,18,22,21,17,10,6,3,2,1,0,0,0
31,7253,0,0,1,6,15,21,22,19,15,10,7,5,3,2,1,0,1
32,7262,0,0,1,4,8,8,8,6,5,3,2,1,1,1,0,0,0
33,7262,0,0,1,6,8,8,7,5,4,2,2,1,1,0,0,0,0
34,7262,0,0,1,6,8,10,8,6,4,3,2,1,1,0,0,0,0
35,7262,0,0,2,6,9,9,8,6,4,2,2,1,1,0,0,0,0
36,7262,0,0,1,6,9,9,7,6,4,2,2,1,1,0,0,0,0
37,7262,0,0,1,6,9,9,7,5,4,2,2,1,1,0,0,0,0
38,7262,0,0,1,6,9,9,7,6,4,2,2,1,1,0,0,0,0
39,7262,0,0,1,5,8,9,7,6,4,3,2,1,1,0,0,0,0
40,7262,0,0,1,6,9,12,11,9,6,3,2,1,1,1,0,0,0
41,7262,0,0,2,6,9,9,7,6,4,3,2,2,1,1,0,0,1
42,7262,0,0,2,6,9,8,7,5,4,3,2,1,1,1,0,0,0
43,7262,0,0,1,4,7,8,7,6,5,3,2,2,1,0,0,0,0
44,7306,0,0,1,8,20,29,30,25,16,9,5,3,1,0,0,0,0
45,7306,0,0,2,9,21,29,31,25,16,9,5,3,1,0,0,0,0
46,7306,0,0,2,9,21,29,30,24,16,9,5,3,1,0,0,0,0
47,7306,0,0,2,9,21,29,30,25,16,9,5,3,1,0,0,0,0
48,7306,0,0,2,9,21,29,30,25,16,9,5,3,1,0,0,0,0
49,7306,0,0,2,9,21,29,30,25,16,9,5,3,1,0,0,0,0
50,7306,0,0,2,9,21,29,30,25,17,10,6,3,1,0,0,0,0
51,7306,0,0,2,9,21,28,29,25,16,9,5,3,1,0,0,0,0
52,7322,0,0,1,7,17,25,28,25,18,11,6,3,1,0,0,0,0
53,7322,0,0,1,5,14,22,26,25,20,13,8,5,3,1,0,0,0
54,7322,0,0,1,5,14,21,25,24,19,13,8,5,3,1,0,0,0
55,7322,0,0,1,5,14,21,24,24,19,13,8,5,3,1,0,0,1
56,7322,0,0,1,5,14,22,26,25,20,13,8,5,2,1,0,0,0
57,7322,0,0,1,6,14,22,26,25,20,13,8,5,2,1,0,0,0
58,7322,0,0,1,7,14,22,25,23,18,12,7,5,2,1,0,0,0
59,7337,0,0,1,3,7,10,10,8,5,3,2,1,1,1,0,0,1
60,7338,1,0,3,8,14,20,23,21,17,10,5,2,0,0,0,0,0
61,7337,0,0,1,4,6,8,8,7,4,3,2,1,1,0,0,0,1
62,7348,0,0,1,5,13,21,25,24,19,13,8,5,3,1,0,0,0
63,7356,0,0,3,12,23,28,26,20,13,6,3,1,0,0,0,0,0
64,7360,0,0,1,6,12,13,11,7,3,0,0,0,0,0,0,0,0
65,7360,0,0,1,6,12,13,10,6,2,0,0,0,0,0,0,0,0
66,7360,0,0,1,6,12,14,11,7,3,0,0,0,0,0,0,0,0
67,7360,0,0,1,7,13,14,11,7,2,0,0,-1,0,0,0,0,0
68,7360,0,0,1,6,13,14,10,6,2,0,0,0,0,0,0,0,0
69,7360,0,0,1,6,13,13,10,6,2,0,0,0,0,0,0,0,0
70,7360,0,0,1,6,13,13,10,6,2,0,0,0,0,0,0,0,0
71,7360,0,0,1,6,13,13,10,6,2,0,0,0,0,0,0,0,0
72,7360,0,0,1,6,13,13,10,6,2,0,0,0,0,0,0,0,0
73,7360,0,0,1,7,12,13,10,7,3,0,0,0,0,0,0,0,0
74,7360,0,0,1,7,13,13,10,7,3,0,0,0,0,0,0,0,0
75,7360,0,0,1,7,13,13,10,6,2,0,0,0,0,0,0,0,0
76,7360,0,0,1,7,13,13,10,5,1,0,-1,-1,0,0,0,0,0
77,7360,0,0,2,8,13,13,9,5,1,0,-1,-1,0,0,0,0,0
78,7360,0,0,2,8,13,13,9,4,0,-1,-2,-1,-1,0,0,0,0
79,7401,0,0,0,3,7,11,11,8,6,3,1,1,0,0,0,0,0
80,7402,0,0,1,5,14,22,27,26,20,13,8,5,2,1,0,0,0
81,7402,0,0,1,5,13,21,25,24,19,13,8,5,3,1,0,0,1
82,7402,0,0,1,5,14,22,26,25,20,13,8,5,2,1,0,0,0
83,7402,0,0,1,5,14,22,26,25,20,13,8,5,2,1,0,0,0
84,7402,0,0,1,5,14,22,26,25,20,13,8,5,2,1,0,0,0
85,7402,0,0,1,5,14,22,26,25,20,13,8,5,2,1,0,0,0
86,7402,0,0,1,6,13,22,26,25,20,14,9,6,3,1,0,0,0
87,7402,0,0,1,6,14,22,26,25,20,13,9,6,3,1,0,0,0
88,7402,0,0,1,6,14,22,26,25,20,13,8,5,3,1,0,0,0
89,7402,0,0,1,6,14,22,26,24,18,12,8,5,2,1,0,0,0
90,7402,0,0,1,6,14,21,25,24,19,12,8,5,2,1,0,0,0
91,7402,0,0,1,7,15,22,25,23,17,11,7,4,2,0,0,0,0
92,7443,1,0,0,2,8,15,22,26,28,26,24,19,13,8,5,2,5
93,7444,0,0,2,8,17,24,25,21,15,9,6,4,2,1,1,0,1
94,7445,1,0,1,1,3,7,11,12,11,8,5,3,2,1,0,0,1
95,7443,0,0,1,4,12,22,29,35,35,33,30,23,17,11,7,4,11
96,7443,0,0,1,4,12,22,29,35,35,33,30,23,17,11,7,4,11
97,7443,0,0,1,4,12,21,28,35,35,33,30,23,17,11,7,4,11
98,7443,0,0,1,4,12,21,28,34,35,33,30,23,17,11,7,4,11
99,7443,0,0,1,4,12,21,27,34,34,33,30,23,17,11,7,4,11
100,7443,1,0,0,2,7,13,19,24,27,26,24,19,13,8,5,3,6
101,7443,1,0,0,2,8,15,21,26,28,26,24,19,13,8,5,3,6
102,7443,1,0,0,2,8,14,21,26,27,26,24,19,13,8,5,3,5
103,7443,1,0,0,2,8,14,21,26,27,26,24,19,13,8,5,3,5
104,7443,1,0,0,2,8,14,21,26,27,26,24,19,13,8,5,3,5
105,7443,0,0,1,5,12,22,29,36,36,34,30,24,17,11,7,4,11
106,7443,0,0,1,5,12,22,29,36,35,34,30,24,17,11,7,4,11
107,7443,1,0,1,2,7,13,20,25,28,27,25,20,13,8,5,3,6
108,7443,0,0,1,5,13,22,28,34,34,32,29,23,16,11,7,4,10
109,7443,1,0,1,3,7,13,19,24,26,26,24,19,13,8,5,3,6
110,7443,1,0,1,4,9,14,19,23,25,24,23,18,12,7,5,2,5
111,7444,0,0,1,8,17,23,24,20,15,9,6,4,2,1,0,0,1
112,7444,0,0,2,8,17,23,23,20,14,9,6,4,2,1,1,0,1
113,7444,0,0,2,8,17,23,23,20,14,9,6,4,2,1,1,0,1
114,7444,0,0,2,8,17,23,23,19,14,9,6,4,2,1,1,0,1
115,7444,0,0,2,8,17,22,22,19,14,9,6,4,2,1,1,0,1
116,7444,0,0,1,8,17,22,22,19,14,9,6,4,2,1,1,0,1
117,7444,0,0,2,8,18,24,24,20,15,9,6,4,2,1,0,0,1
118,7444,0,0,2,8,18,24,24,20,14,9,6,4,2,1,0,0,1
119,7444,0,0,2,8,17,24,24,20,14,9,6,4,2,1,0,0,1
120,7444,0,0,2,8,18,24,24,20,14,9,6,4,2,1,0,0,1
121,7444,0,0,2,9,17,23,24,20,15,10,6,4,2,1,1,0,1
122,7444,0,0,2,9,18,23,24,20,15,10,6,4,2,1,1,0,1
123,7444,0,0,2,8,17,23,24,20,15,10,6,4,2,1,1,0,1
124,7444,0,0,2,11,22,27,25,18,11,6,3,1,0,0,0,0,0
125,7444,0,0,2,8,17,22,23,19,14,9,6,4,2,1,1,0,1
126,7444,0,0,3,12,23,27,24,17,10,5,2,1,0,0,0,0,0
127,7461,1,0,3,8,15,19,18,16,12,7,3,1,0,0,0,0,0
128,7462,0,0,3,11,21,25,23,19,13,8,5,3,1,1,0,0,0
129,7463,0,0,0,1,3,6,6,7,6,5,3,2,1,1,0,0,1
130,7464,1,0,3,8,17,23,23,20,16,11,7,4,2,1,0,0,0
131,7465,1,0,3,9,17,24,23,20,16,11,6,3,2,1,0,0,0
132,7463,0,0,0,3,6,7,7,6,4,3,2,1,1,0,0,0,1
133,7480,1,0,3,7,12,14,14,11,7,2,1,0,0,0,0,0,0
134,7512,1,0,5,17,30,36,34,27,17,10,5,3,1,1,0,0,0
135,7513,1,0,5,15,25,31,29,23,16,8,4,1,0,0,0,0,0
136,7514,1,0,4,12,20,24,23,19,13,6,2,0,0,0,0,0,0
137,7538,0,0,2,10,24,32,32,25,15,7,3,1,0,0,0,0,-1
138,7579,0,0,4,12,21,27,28,24,17,9,5,3,1,0,0,0,1
139,7580,0,0,4,12,22,29,29,23,16,9,5,2,0,0,0,0,0
140,7581,0,0,2,9,20,28,27,22,16,10,6,4,3,1,1,0,1
141,7582,0,0,3,12,26,32,28,21,13,6,3,2,1,0,0,0,0
142,7591,0,0,3,14,28,33,29,22,14,8,5,3,3,2,1,0,1
143,7591,0,0,2,12,24,28,25,18,11,5,2,1,0,0,0,0,0
144,7591,0,0,3,12,24,28,25,18,11,5,2,1,0,0,0,0,0
145,7591,0,0,3,12,24,28,24,18,11,5,2,1,0,0,0,0,0
146,7591,0,0,2,12,24,28,24,17,11,5,2,1,0,0,0,0,0
147,7591,0,0,2,12,24,28,24,17,10,5,2,1,0,0,0,0,0
148,7591,0,0,2,12,24,27,23,17,10,5,2,1,0,0,0,0,0
149,7591,0,0,3,15,28,33,29,22,14,8,5,3,3,2,1,0,0
150,7591,0,0,2,12,24,27,23,17,10,5,2,1,0,0,0,0,0
151,7591,0,0,2,12,24,27,23,17,10,5,2,1,0,0,0,0,0
152,7591,0,0,3,12,24,27,23,17,11,6,3,1,0,0,0,0,0
153,7591,0,0,3,12,24,27,23,17,11,6,3,1,0,0,0,0,0
154,7591,0,0,2,9,18,20,17,13,8,4,1,0,0,0,0,0,0
155,7591,0,0,3,12,24,27,22,16,9,4,2,0,0,0,0,0,0
156,7591,0,0,2,9,18,19,16,11,7,3,1,0,0,0,0,0,0
157,7591,0,0,3,13,24,27,22,15,8,3,1,0,0,0,0,0,0
158,7599,0,0,2,9,18,23,23,18,13,8,5,3,2,1,0,0,1
159,7628,0,0,1,6,14,22,26,24,18,11,7,5,3,1,1,0,1
160,7642,0,0,3,10,19,26,27,23,16,9,5,3,1,0,0,0,0
161,7723,1,0,4,13,24,30,30,24,16,8,4,1,0,0,0,0,0
162,7723,1,0,4,14,25,30,30,23,15,7,3,1,0,0,0,0,0
163,7723,1,0,4,14,25,31,30,23,15,7,3,1,0,0,0,0,0
164,7723,1,0,4,14,25,31,30,23,15,7,3,1,0,0,0,0,0
165,7723,1,0,4,14,25,30,29,23,15,7,3,1,0,0,0,0,0
166,7723,1,0,4,14,25,31,30,23,15,7,3,0,0,0,0,0,0
167,7723,1,0,5,15,26,31,29,22,14,7,3,0,0,0,0,0,0
168,7723,1,0,5,15,26,31,28,21,13,6,2,0,0,0,0,0,0
169,7735,0,0,2,10,21,28,28,23,15,8,3,1,0,0,0,0,0
170,7736,1,0,2,6,14,21,24,23,17,10,5,2,0,0,0,0,-1
171,7749,0,0,1,8,19,27,29,24,17,10,5,3,1,0,0,0,0
172,7820,0,0,1,6,14,22,26,24,18,12,7,5,3,1,1,0,1
173,7871,0,0,1,5,8,9,8,7,5,3,2,1,1,1,0,0,0
174,7872,0,0,2,7,15,22,25,22,17,10,6,4,2,1,0,0,1
175,7872,0,0,2,7,15,23,26,23,17,11,7,4,2,1,0,0,1
176,7872,0,0,1,4,9,15,19,19,15,10,5,3,2,1,0,0,1
177,7872,0,0,2,7,15,22,24,22,17,11,7,4,2,1,0,0,1
178,7872,0,0,2,8,15,21,23,21,16,11,7,4,2,1,1,0,1
179,7906,1,0,0,2,8,14,21,25,27,26,24,19,13,8,5,3,5
180,7907,0,0,0,1,5,9,9,8,6,4,2,1,1,1,0,0,1
181,7908,0,0,0,2,6,8,7,5,3,0,0,0,0,0,0,0,0
182,7909,0,0,3,10,19,25,27,23,17,10,6,3,0,0,0,0,0
183,7909,0,0,2,9,18,25,27,23,16,10,6,3,1,1,0,0,1
184,7941,0,0,1,7,18,25,28,25,18,11,6,3,1,0,0,0,0
185,7941,0,0,1,8,18,25,26,24,17,10,6,3,1,0,0,0,0
186,7941,0,0,1,7,16,24,27,25,19,12,7,4,2,0,0,0,0
187,7941,0,0,1,7,16,24,27,25,18,11,7,4,2,0,0,0,0
188,7941,0,0,1,7,16,24,27,25,19,11,7,4,2,0,0,0,0
189,7941,0,0,3,11,23,31,33,29,21,14,9,6,4,2,1,0,0
190,7941,0,0,2,9,19,26,27,23,16,9,5,3,1,0,0,0,0
191,7941,0,0,3,12,23,31,32,28,20,13,8,5,4,2,1,0,0
192,7941,0,0,2,9,19,25,26,22,15,8,5,2,1,0,0,0,0
193,7971,0,0,1,7,14,20,21,19,15,11,8,5,3,2,1,0,2
194,7971,0,0,2,8,15,21,22,20,15,10,7,5,3,2,1,0,2
195,7971,0,0,3,12,23,27,23,17,11,6,3,1,0,0,0,0,0
196,7999,1,0,3,7,14,18,19,17,13,8,5,2,1,1,0,0,0
197,8000,1,0,1,3,9,15,21,26,28,26,23,18,12,7,4,2,5
198,8001,0,0,3,12,23,27,24,18,11,6,3,1,1,0,0,0,0
199,8002,1,0,2,4,7,10,11,10,8,5,3,1,1,0,0,0,0
200,8001,0,0,2,7,14,20,22,20,16,11,8,6,3,2,1,1,2
201,8027,0,0,3,11,22,27,27,21,14,7,3,1,0,0,0,0,0
202,8028,0,0,2,9,20,26,25,20,14,8,4,2,1,0,0,0,0
203,8029,0,0,2,7,14,20,22,20,16,11,8,5,4,2,1,1,2
204,8030,0,0,2,9,18,23,23,19,14,8,6,4,2,1,1,0,1
205,8031,0,0,2,9,19,25,25,20,14,8,5,3,2,1,0,0,1
206,8027,0,0,3,11,21,26,26,21,14,8,4,2,1,0,0,0,0
207,8027,0,0,3,11,21,26,26,21,14,8,4,2,1,0,0,0,0
208,8027,0,0,3,11,21,26,25,21,14,7,4,2,1,0,0,0,0
209,8027,0,0,3,11,21,25,25,20,14,7,4,2,1,0,0,0,0
210,8027,0,0,3,11,21,27,27,22,15,8,4,2,1,0,0,0,0
211,8027,0,0,3,11,21,27,27,22,14,8,4,2,1,0,0,0,0
212,8027,0,0,3,11,21,27,26,22,14,8,4,2,1,0,0,0,0
213,8027,0,0,3,11,21,27,27,22,14,8,4,2,1,0,0,0,0
214,8027,0,0,3,11,21,26,26,21,14,7,4,2,1,0,0,0,0
215,8027,0,0,3,11,21,26,26,21,14,7,4,2,1,0,0,0,0
216,8027,0,0,3,11,21,26,26,21,14,7,4,2,1,0,0,0,0
217,8027,0,0,3,12,21,26,26,22,14,8,5,2,1,0,0,0,0
218,8027,0,0,3,12,21,26,26,21,14,8,4,2,1,0,0,0,0
219,8027,0,0,3,12,21,26,26,20,13,7,3,1,0,0,0,0,0
220,8027,0,0,3,12,22,26,25,20,13,7,4,2,1,0,0,0,0
221,8027,0,0,3,12,22,26,25,19,12,6,3,1,0,0,0,0,0
222,8028,0,0,2,9,21,26,24,19,13,7,4,2,1,0,0,0,0
223,8028,0,0,2,9,21,26,24,19,13,7,4,2,1,0,0,0,0
224,8028,0,0,2,9,21,26,24,19,13,7,4,2,1,0,0,0,0
225,8028,0,0,2,10,21,25,23,18,13,7,4,2,1,0,0,0,0
226,8028,0,0,2,10,21,27,26,20,13,7,4,2,1,0,0,0,0
227,8028,0,0,2,9,21,27,25,20,13,8,4,2,1,0,0,0,0
228,8028,0,0,2,10,21,26,25,19,13,7,4,2,1,0,0,0,0
229,8028,0,0,2,10,21,26,25,19,13,7,4,2,1,0,0,0,0
230,8028,0,0,2,10,21,26,25,19,13,7,4,2,1,0,0,0,0
231,8028,0,0,2,10,21,26,25,19,13,7,4,2,1,0,0,0,0
232,8028,0,0,2,10,21,26,25,19,13,7,4,2,1,0,0,0,0
233,8028,0,0,2,10,21,26,24,19,13,8,5,2,1,0,0,0,0
234,8028,0,0,2,12,23,28,25,19,12,6,3,1,0,0,0,0,0
235,8028,0,0,2,10,22,26,24,18,12,6,3,1,0,0,0,0,0
236,8028,0,0,2,11,21,26,24,18,12,6,4,2,1,0,0,0,0
237,8028,0,0,2,11,22,26,23,17,11,6,3,1,0,0,0,0,0
238,8029,0,0,2,8,16,22,22,19,15,10,7,5,3,2,1,0,2
239,8030,0,0,2,8,15,20,21,18,14,10,7,5,3,1,1,0,2
240,8054,1,0,3,7,13,19,23,21,16,9,5,2,1,0,0,0,0
241,8055,1,0,0,1,5,13,21,26,29,28,25,20,14,8,5,3,6
242,8056,0,0,2,8,17,24,26,23,17,10,6,3,2,1,0,0,1
243,8057,0,0,3,12,22,29,29,23,15,8,4,1,0,0,0,0,0
244,8058,0,0,2,6,14,23,28,27,21,14,9,5,3,1,0,0,0
245,8079,1,0,3,8,16,21,21,18,13,7,4,1,1,0,0,0,0
246,8080,0,0,0,2,4,7,10,9,7,5,3,2,2,1,1,0,2
247,8081,0,0,1,6,15,22,24,21,16,11,7,5,3,2,1,0,2
248,8080,0,0,1,6,11,12,10,7,3,1,0,0,0,0,0,0,0
249,8096,0,0,1,6,15,19,18,15,10,6,2,1,0,0,0,0,0
250,8097,0,0,2,9,20,25,24,19,13,7,4,2,1,1,0,0,1
251,8116,0,0,2,7,12,12,9,6,3,0,0,0,0,0,0,0,0
252,8117,0,0,2,10,19,23,22,19,14,9,6,4,3,1,1,0,1
253,8118,0,0,1,8,18,24,26,24,17,10,6,4,2,0,0,0,0
254,8119,0,0,1,7,17,24,26,24,18,11,6,4,2,0,0,0,0
255,8120,0,0,0,1,6,13,19,21,18,12,8,5,3,1,0,0,1
256,8121,0,0,2,9,20,25,26,21,15,8,4,2,1,0,0,0,0
257,8122,0,0,1,5,13,21,26,25,20,13,9,5,3,1,0,0,0
258,8123,0,0,2,8,18,25,27,23,17,10,6,3,1,0,0,0,0
259,8124,1,0,3,8,15,20,21,19,14,8,4,1,0,0,0,0,0
260,8116,0,0,2,8,12,11,8,5,2,0,0,0,0,0,0,0,0
261,8116,0,0,2,8,13,13,9,6,3,0,0,0,0,0,0,0,0
262,8116,0,0,2,8,13,12,9,6,2,0,0,0,0,0,0,0,0
263,8116,0,0,2,8,13,12,9,5,2,0,0,0,0,0,0,0,0
264,8116,0,0,2,8,12,12,8,5,2,0,0,0,0,0,0,0,0
265,8116,0,0,2,8,13,12,8,5,2,0,0,0,0,0,0,0,0
266,8116,0,0,2,8,13,12,9,5,2,0,0,0,0,0,0,0,0
267,8116,0,0,2,8,13,12,8,5,2,0,0,0,0,0,0,0,0
268,8116,0,0,2,8,13,12,8,5,2,0,0,0,0,0,0,0,0
269,8116,0,0,2,8,12,12,8,5,3,1,0,0,0,0,0,0,0
270,8117,0,0,2,8,13,15,15,14,11,7,5,3,2,1,0,0,1
271,8117,0,0,2,11,19,24,24,20,14,9,6,4,2,1,0,0,1
272,8117,0,0,3,11,19,24,23,19,14,9,6,4,2,1,1,0,1
273,8117,0,0,2,11,19,23,23,19,14,9,6,4,2,1,1,0,1
274,8117,0,0,2,11,19,23,22,19,14,9,6,4,2,1,1,0,1
275,8117,0,0,2,11,19,23,22,18,14,9,6,4,2,1,1,0,1
276,8117,0,0,2,11,19,23,22,18,14,9,6,4,2,1,1,0,1
277,8117,0,0,2,8,13,16,16,14,11,7,5,3,2,1,0,0,1
278,8117,0,0,3,11,19,23,22,18,13,8,6,4,2,1,1,0,1
279,8117,0,0,2,11,19,23,22,18,13,9,6,4,2,1,1,0,1
280,8117,0,0,3,11,19,22,22,18,14,9,7,4,3,1,1,0,1
281,8117,0,0,3,12,20,23,21,18,13,8,6,4,2,1,1,0,1
282,8117,0,0,3,12,20,23,21,17,12,8,5,3,2,1,0,0,1
283,8117,0,0,3,12,20,22,21,17,12,8,6,4,2,1,1,0,1
284,8117,0,0,3,13,21,23,20,16,11,7,5,3,2,1,0,0,1
285,8124,1,0,3,9,16,20,21,19,14,8,4,1,0,0,0,0,0
286,8172,0,0,4,13,23,27,25,20,14,8,5,2,1,1,0,0,0
287,8195,0,0,1,6,15,24,28,27,21,13,8,5,2,1,0,0,0
288,8196,1,0,5,13,24,32,34,30,22,14,9,5,4,2,1,0,1
289,8197,0,0,3,12,25,31,28,21,13,6,3,1,0,0,0,0,0
290,8198,1,0,3,9,18,25,28,25,19,12,7,4,2,1,0,0,0
291,8196,1,0,4,11,20,27,28,24,18,10,6,3,1,0,0,0,0
292,8196,1,0,4,11,20,27,28,24,18,10,6,3,1,0,0,0,0
293,8196,1,0,4,11,20,27,28,24,18,10,6,3,1,0,0,0,0
294,8196,1,0,4,11,20,27,28,24,17,10,6,3,1,0,0,0,0
295,8196,1,0,4,12,20,26,28,24,18,11,6,3,1,0,0,0,0
296,8226,1,1,5,16,29,36,36,29,19,11,6,3,3,1,0,0,0
297,8227,1,0,3,8,15,23,28,26,20,13,8,5,3,1,1,0,1
298,8228,1,0,3,10,19,26,29,25,18,11,6,3,2,0,0,0,0
299,8252,0,0,2,8,19,25,26,23,16,10,5,3,1,0,0,0,0
300,8253,0,0,2,8,17,22,22,19,15,10,7,4,3,1,1,0,1
301,8252,0,0,2,8,18,26,27,24,17,10,6,3,1,0,0,0,0
302,8252,0,0,2,9,19,25,27,23,17,10,6,3,1,0,0,0,0
303,8252,0,0,2,9,18,24,25,23,17,10,6,3,1,0,0,0,0
304,8252,0,0,2,9,19,24,25,23,17,10,6,3,1,0,0,0,0
305,8252,0,0,2,9,19,24,26,23,17,10,6,3,1,0,0,0,0
306,8252,0,0,2,9,19,24,26,23,17,10,6,3,1,0,0,0,0
307,8252,0,0,2,10,20,27,30,25,18,10,6,3,1,0,0,0,0
308,8252,0,0,2,9,19,24,25,22,16,10,6,3,1,0,0,0,0
309,8252,0,0,2,9,19,25,25,21,15,9,5,2,0,0,0,0,0
310,8252,0,0,2,10,19,24,24,21,15,9,5,3,1,0,0,0,0
311,8252,0,0,2,10,20,25,24,20,14,8,4,2,0,0,0,0,0
312,8253,0,0,2,9,18,23,23,20,15,10,7,4,2,1,0,0,1
313,8253,0,0,2,9,18,23,23,20,15,10,7,4,2,1,0,0,1
314,8253,0,0,2,9,18,23,23,19,15,10,7,4,2,1,0,0,1
315,8253,0,0,2,9,18,23,22,19,15,10,7,4,2,1,1,0,1
316,8253,0,0,2,9,18,22,22,19,14,10,7,4,2,1,1,0,1
317,8253,0,0,2,9,18,22,22,18,14,10,7,4,2,1,1,0,1
318,8253,0,0,2,9,18,22,21,18,14,10,7,4,2,1,1,0,1
319,8253,0,0,2,9,18,22,21,18,14,10,7,4,2,1,1,0,1
320,8253,0,0,2,9,18,22,21,18,14,9,7,4,2,1,1,0,1
321,8253,0,0,2,9,18,22,21,18,14,9,7,4,2,1,1,0,1
322,8253,0,0,2,9,18,22,21,18,14,9,6,4,2,1,1,0,1
323,8253,0,0,2,10,19,25,25,21,16,10,7,4,2,1,0,0,1
324,8253,0,0,2,9,18,21,21,18,14,10,7,4,3,1,1,0,1
325,8253,0,0,2,9,18,22,20,17,13,9,6,4,2,1,0,0,1
326,8253,0,0,2,10,18,21,20,17,13,9,6,4,2,1,0,0,1
327,8253,0,0,2,10,18,22,20,16,12,8,5,3,2,1,0,0,0
328,8271,0,0,2,7,14,20,24,22,17,11,7,5,3,2,1,0,2
329,8302,1,0,4,10,19,26,28,24,18,10,6,3,1,0,0,0,0
330,8302,1,0,4,11,20,25,26,23,17,10,6,3,1,0,0,0,0
331,8318,0,0,3,12,22,26,25,19,13,7,4,2,1,0,0,0,0
332,8342,0,0,1,5,14,23,28,26,20,13,8,5,3,1,0,0,0
333,8343,0,0,2,9,19,25,25,20,14,9,5,3,2,1,0,0,1
334,8385,0,0,1,5,11,13,11,7,3,0,0,0,0,0,0,0,0
335,8385,0,0,1,6,12,13,10,6,3,0,0,0,0,0,0,0,0
336,8385,0,0,1,6,12,14,12,8,3,0,0,0,0,0,0,0,0
337,8385,0,0,1,6,12,14,11,8,3,0,0,0,0,0,0,0,0
338,8385,0,0,1,6,12,14,11,7,3,0,0,0,0,0,0,0,0
339,8385,0,0,1,6,12,13,11,7,3,0,0,0,0,0,0,0,0
340,8385,0,0,1,6,12,13,10,6,3,0,0,0,0,0,0,0,0
341,8385,0,0,1,6,12,13,10,6,3,0,0,0,0,0,0,0,0
